7.15,21.08,1,14.824,1,1.3154,7.2552,6.3616,1.2103,1.4205,1.1051,1.1577,1.1577,9.2001,4.0487,13.142,2.1564,1.2103,1.1577,1.2103,11.25,2.1564,1.1577,1.3154
8.498,37.8,27.638,29.562,25.27,50.872,42.437,33.755,10.027,19.301,7.0675,2.9238,93.838,21.62,46.975,41.598,34.741,17.969,20.337,4.1571,18.611,43.078,2.9732,36.714
32.368,83.496,39.988,43.267,76.496,21.469,68.61,62.141,35.204,65.774,45.925,5.6077,99.557,32.9,71.268,49.381,69.141,64.711,68.787,60.812,79.509,66.394,25.988,14.292
41.323,68.32,9.0818,39.26,71.759,37.884,46.998,54.306,38.916,49.921,76.918,5.4708,100,15.358,71.157,45.364,51.554,56.455,55.681,76.23,74.08,69.18,23.096,38.486
10.313,25.142,19.807,22.7,39.97,18.179,30.567,16.642,6.6059,1.2713,2.085,2.8988,19.536,12.302,32.013,30.386,48.289,7.9622,1.1808,14.201,32.737,21.344,1.4521,24.328
5.8791,11.237,6.5488,9.7059,1.3827,10.663,18.508,1.3827,9.1319,5.0181,1.287,2.9134,10.376,3.4874,6.1662,16.307,12.576,1.287,10.567,13.915,20.612,1.574,7.6969,1.6697
1.6089,10.917,5.2626,14.049,19.268,13.962,27.533,4.8277,1.435,1.261,1.261,1.435,1.174,5.0886,13.788,13.527,12.135,1.174,1.6089,1.348,1,4.3927,1.435,8.6553
69.545,75.34,54.14,56.189,77.53,88.766,70.676,67.142,45.943,89.826,74.492,18.384,99.788,70.11,83.749,74.421,41.138,79.933,66.082,92.582,81.699,70.676,42.834,41.774
1.4305,47.834,1,13.397,1.7748,1.2583,12.881,1.6887,6.2516,4.5298,1.1722,3.4967,1.1722,1.3444,1.4305,1.5165,5.4768,11.934,10.384,11.159,53.688,1.3444,4.0132,13.397
79.997,70.264,41.445,38.957,65.182,39.066,49.123,36.849,38.471,91.73,83.349,7.7047,36.849,62.154,71.994,34.091,40.85,68.372,52.745,59.396,85.782,49.988,44.689,27.873
11.07,29.625,23.598,39.774,43.105,58.646,42.629,40.884,9.2465,1.4758,6.5505,5.0439,99.762,51.985,42.549,30.259,58.012,1.4758,1.3965,23.995,8.0571,22.33,7.8192,24.233
54.901,89.508,69.44,66.566,100,99.834,81.16,96.529,51.363,100,86.136,16.203,99.502,85.915,99.724,93.544,75.964,87.684,68.335,94.981,95.976,84.92,43.789,93.2
8.9924,22.72,1.2821,19.335,1.6582,9.9327,24.977,5.4193,7.4879,1,1.2821,3.8208,7.0178,18.113,10.685,7.2999,7.1118,1,10.591,46.604,38.893,7.4879,1,1.4701
13.583,42.648,12.185,28.226,11.375,16.673,37.35,41.25,9.9036,21.53,11.817,4.0905,26.534,1.3679,17.483,5.2679,13.656,31.979,28.594,22.413,47.358,11.743,7.549,12.111
62.493,86.912,50.18,8.3189,87.528,83.218,62.493,96.762,49.77,95.052,95.212,13.996,99.863,21.11,79.867,72.89,47.718,85.339,79.73,86.707,96.83,68.922,31.302,75.01
1.5503,17.692,7.4201,20.749,1.1834,9.8658,23.378,11.272,1.3669,5.28,1.1834,1.3669,8.9486,1.3669,1.3057,1.3057,10.11,1.2446,1.2446,1.2446,1.6114,1.2446,1.1834,1.3057
35.315,74.091,21.246,30.168,45.524,38.146,57.963,31.712,45.009,59.936,86.272,6.4904,38.403,12.839,66.627,22.618,44.322,46.21,44.923,54.188,61.137,26.221,28.967,41.749
15.715,8.8856,8.8152,19.658,6.4214,24.938,39.372,12.899,27.966,19.095,26.417,3.5347,31.346,9.0264,43.244,10.083,13.462,36.485,15.293,16.982,32.824,5.7173,16.701,15.715
35.657,74.182,26.557,38.767,37.25,75.092,58.711,41.345,42.255,81.993,87.908,9.342,37.098,27.088,68.798,31.562,32.245,62.352,65.006,80.097,81.387,31.865,29.135,33.079
5.8275,30.556,1,5.6797,1.2956,1.0985,10.655,1.197,1.197,1.2956,1.3941,3.3645,1.0985,1.1478,17.108,1.197,5.2364,1.1478,1.3448,5.2856,10.212,1.2463,1.0985,1.197
4.1286,27.906,1.1564,7.8047,1,1.3911,6.2404,1.4693,3.7375,1.3129,4.5197,3.2682,8.4305,1,16.174,1.3911,3.4247,1.2346,1.1564,5.3801,5.6147,1.7039,1.3129,1.3129
6.1445,28.983,1.1559,11.289,9.886,13.238,19.162,8.5609,1.3118,4.7415,1.4677,1.1559,7.7035,6.924,28.204,6.6122,9.4183,1.1559,11.289,1.5456,15.42,16.122,1.2338,1.4677
45.876,69.331,9.9909,10.773,30.083,19.607,39.543,34.696,35.009,75.429,92.16,6.4727,46.736,26.565,51.427,20.311,21.171,47.752,51.427,81.136,74.725,39.074,43.765,8.8963
31.357,60.585,1.282,23.368,28.819,32.954,51.093,34.176,35.022,46.018,31.357,7.0149,70.454,38.781,65.567,27.127,25.906,32.109,35.116,26.282,57.954,10.21,31.921,15.098
54.264,82.156,7.5055,17.833,5.9604,43.774,41.171,18.24,50.848,68.739,90.044,8.4,10.677,13.36,49.059,12.385,21.492,57.11,61.501,90.125,83.62,1.4879,49.873,9.9451
10.729,55.757,1.0657,11.057,1.1972,7.6392,8.2308,1.1972,5.8643,4.7469,1.5916,4.8783,1.3287,1.1315,17.697,1.4601,3.4979,5.4699,1.3287,16.973,32.618,32.421,1,1.5259
4.9605,16.286,1.4864,20.247,3.5014,1.4169,20.664,2.5981,1.4864,1.139,1.3474,1.139,52.765,5.5859,32.684,2.4591,3.7098,1.5559,1.4169,1.2084,1.139,25.597,1,6.0722
5.3504,13.23,1.2462,20.125,6.3354,1.3283,1.6567,2.6417,4.3654,10.522,6.9921,3.8729,14.051,1.2462,17.335,1.4104,1.5746,11.835,12.738,10.193,1.1642,1.3283,1.3283,5.0221
12.022,41.344,1.2563,10.791,2.3329,1.2051,6.8953,1.4101,3.717,19.66,1.4101,4.9473,1,1.1538,13.816,1.1538,3.5119,6.5877,24.325,31.194,11.407,2.0253,6.6903,1.3588
18.408,69.905,32.108,31.544,78.448,65.795,64.747,53.384,20.745,49.677,64.747,4.546,67.971,75.869,68.374,78.206,42.746,33.801,31.786,23.163,42.827,76.836,6.319,69.18
4.2311,37.108,9.5625,34.2,14.651,20.144,22.002,27.738,1.3231,1.1616,8.8355,1.5654,27.576,12.147,24.022,20.548,18.448,10.855,4.7966,8.997,16.833,21.76,5.2812,1.2423
3.1069,5.0382,8.4325,24.644,5.9745,23.766,42.552,5.1552,1.4682,1.117,1.2926,1.117,30.672,7.3791,35.705,22.069,33.715,1.117,1.117,1.4097,1.3511,45.595,1.117,14.402
1.1092,28.02,1.1638,13.991,1,1,20.76,1.4913,1.5459,11.098,1.2729,1.3821,1.2183,1.1092,23.544,4.7664,7.9324,1.2729,1.6004,1.1638,1.3275,1.2729,1.3275,1.3821
34.582,53.409,50.038,50.292,68.674,59.07,61.296,21.735,33.438,73.762,90.299,9.5864,70.518,21.925,77.451,42.088,38.653,30.957,43.741,76.561,71.218,69.501,40.18,15.565
18.737,46.101,9.1103,31.002,18.539,18.671,48.805,1.7253,23.814,40.563,80.059,7.7256,29.749,9.7038,29.089,10.627,15.308,20.056,15.77,45.772,36.277,8.1213,20.583,6.0772
4.1128,1.0759,7.3774,25.675,8.5922,14.134,28.104,6.6941,4.5683,13.679,1.3037,1.6074,12.768,2.3666,27.041,8.8958,4.7961,1.7592,1.3037,7.4533,16.716,1.1518,1.3796,1.3796
5.7996,1.3478,5.2431,14.564,2.6694,16.999,44.266,18.529,4.0606,5.9387,3.1563,4.3388,11.156,11.434,34.945,1.4174,12.129,1.2087,1.3478,18.807,8.1646,14.981,2.1129,7.7472
5.5186,16.863,4.8456,24.747,1.5768,18.305,47.532,9.5566,1.9614,1.2884,1.2884,1.4807,1.1923,17.729,43.879,12.633,22.536,1.5768,1.7691,1.5768,1.1923,1.7691,1.5768,29.554
5.6359,14.748,45.174,21.195,32.971,34.89,51.994,52.421,5.6891,3.984,1.1599,2.492,1.373,27.217,61.266,30.68,35.209,6.4884,9.7389,1.2664,1.4263,45.014,1.2131,21.781
1.8768,9.0078,1.4676,14.444,1.0585,1.5261,7.1374,6.9036,1.4092,1.1754,1.2338,1.2923,1.3507,27.303,1.3507,1.4676,10.937,1.643,1.7014,1.7014,1.3507,3.5719,1.4092,1.2338
4.7621,52.21,27.391,33.175,38.846,36.263,43.17,37.386,6.7274,1.2808,1.3369,3.7514,27.56,8.805,69.617,28.233,53.277,1.2808,14.532,24.527,27.391,36.544,6.4467,1.3931
4.7567,17.785,20.103,32.812,63.026,35.05,51.916,26.178,1.4796,10.192,1.3197,1.3997,61.987,23.221,48.079,14.029,42.004,1.3997,1.5595,5.636,8.6733,37.848,1.3997,15.228
4.6965,12.574,1.303,9.1202,1,1.3636,7.9689,1.7272,1.3636,1.3636,1.1818,1.3636,52.509,6.1509,8.0295,1.7878,1.4242,1,1.303,1.4242,1.7272,1.4242,1.1818,1.303
9.0824,61.831,1.2836,10.217,4.3322,1.2127,5.9629,1.9926,5.6793,14.187,10.926,1.6381,58.002,1.1418,3.9777,1.2127,1.709,11.422,18.866,17.165,25.673,1.6381,16.881,4.6867
58.162,89.991,50.761,49.557,94.384,77.115,74.046,47.933,52.927,95.969,85.599,13.576,78.499,60.087,100,83.373,68.812,83.914,78.078,99.819,85.479,70.156,30.363,58.402
48.744,91.034,47.344,38.433,68.078,69.31,71.832,45.326,63.931,99.552,86.458,10.639,83.824,63.314,95.872,53.564,71.888,86.066,75.755,99.888,93.295,81.975,53.059,69.703
3.0939,37.132,5.5635,25.965,7.9258,23.227,43.951,8.5701,10.61,13.993,1.3221,1.1611,28.059,12.275,49.32,33.482,43.038,15.066,1.2148,1.3758,6.5836,15.281,4.8656,22.422
3.8831,20.301,1.2403,9.6493,1,1.4004,10.61,2.6818,8.2879,7.7272,1.0801,1,1.6407,1.4004,4.9242,5.0844,8.2078,13.093,13.493,12.773,17.738,2.1212,1.961,2.0411
3.7517,47.118,1.3302,24.444,5.8429,1.055,7.2738,1.4953,4.9073,4.1919,7.659,4.0818,1.2201,1.2752,9.0348,1.4403,1.1651,10.521,13.988,6.063,26.921,1.2752,1.3852,1.4953
54.98,69.56,44.277,45.492,100,84.256,86.223,56.253,66.262,100,94.67,12.976,99.711,48.153,99.942,90.62,71.354,73.089,68.23,93.802,87.959,92.645,40.863,81.942
1,17.28,8.0813,26.082,26.81,48.914,24.56,47.591,1.1324,1,1.3971,1.9265,36.936,20.722,45.407,40.51,43.024,1.1985,1.2647,1.5294,5.765,63.408,3.7796,4.7061
1.2641,20.371,1.1761,19.93,1.2641,1.6163,5.8426,1,1.3522,1,1.5283,1.3522,23.54,1.7044,1.6163,1.6163,7.5156,1.3522,1.2641,1.4402,1.6163,3.5534,1.3522,1.2641
36.435,82.108,28.213,31.396,26.781,20.786,54.842,39.777,42.695,75.902,90.384,14.633,100,13.996,62.534,38.875,11.981,53.198,61.898,73.78,70.014,52.137,36.7,17.975
7.9317,42.59,1.3555,12.997,1.3555,1.4443,7.1319,3.3994,11.042,13.264,7.6651,6.3321,1,1.7109,16.108,6.8653,6.6875,10.242,42.679,47.656,16.463,2.4219,4.8213,1.6221
3.8089,18.966,1.901,14.886,1.212,1.053,5.7698,1.159,1.954,1.159,1.106,1.583,1,1.212,12.66,1.265,5.1339,1.636,1.265,1.371,1.371,11.229,1.265,1.371
29.478,51.363,1.8601,14.475,3.867,1.2867,10.365,9.0275,28.14,26.229,70.285,3.6758,81.944,7.2117,20.878,1.4778,1.4778,17.915,35.881,26.803,41.902,1.5734,20.209,2.6246
2.9883,25.428,1.071,9.5214,1.5681,1.4971,8.3142,1.5681,1.284,2.4202,4.3376,2.1362,1.4971,1.3551,10.089,3.7695,1.7811,1.4971,1.5681,1.5681,2.0652,12.575,1.3551,1.4261
3.4851,17.631,2.0514,9.0287,2.2425,1.9558,6.7348,1.4779,1.2867,1.6691,1.1912,1.9558,1.3823,1.4779,9.411,2.0514,2.2425,1.5735,8.3596,1.3823,3.6762,7.9773,1.8602,2.147
62.922,92.176,65.638,63.155,91.154,97.129,85.658,47.403,65.017,71.846,99.069,28.935,99.379,75.803,99.845,65.638,81.468,92.473,83.175,96.987,88.685,79.67,53.611,83.796
43.637,65.838,45.319,62.979,76.014,71.052,73.239,72.314,42.544,80.555,90.142,5.373,99.327,60.708,99.664,66.091,66.259,86.021,68.782,61.97,83.162,74.416,37.414,65.25
4.9695,13.612,5.5222,30.394,15.119,10.999,20.295,19.038,1.3015,1.4522,1.3015,1.4522,75.214,11.602,59.085,6.6276,8.6375,1.3015,1.1507,1.402,1.4522,13.361,1.201,1.402
5.2178,51.055,1.4962,34.866,2.6747,1.4962,11.979,7.0165,3.1089,1.3722,1.6203,3.7291,57.568,1.3722,28.539,1.3722,17.871,1.2481,11.979,15.514,2.0544,1,1.2481,1.4342
3.1124,11.183,3.1124,15.841,3.654,1.5416,19.416,1.2708,1.2167,1.2167,1.2708,1.8125,9.612,1.2708,11.02,12.808,4.7373,1.2708,1.8125,1.4875,1.3791,5.2247,1.2167,3.1124
29.139,58.281,1.2507,16.793,1.188,2.0027,8.0191,1.188,24.877,40.482,58.532,5.763,1.564,1.0627,4.8856,1.4387,5.763,35.281,29.515,48.943,72.883,6.327,18.673,1.5014
47.898,87.277,21.285,44.003,49.845,28.695,32.698,27.018,52.28,99.567,94.147,22.204,50.44,12.305,51.576,31.562,44.382,83.112,66.344,99.459,89.657,37.566,48.385,35.89
4.3775,23.432,1.6373,22.03,1.3186,1.4461,7.3089,4.0589,4.3775,1.5098,1.3824,4.2501,60.584,1.8922,14.191,11.897,5.0148,1.5098,16.613,13.49,19.098,1.3186,5.1422,1.3186
3.5985,56.595,3.7353,20.694,8.1801,1.7522,8.8639,1.3419,10.847,13.24,9.4794,4.214,1,1.2735,13.719,4.2823,9.411,8.522,9.3426,22.677,17.07,16.728,7.086,1.2735
3.8814,62.281,1.2573,13.606,4.859,19.523,35.68,40.722,5.991,7.2258,1.2573,4.3445,60.429,6.9171,43.809,21.015,23.022,1.5145,1.4116,14.995,15.15,50.138,1.566,9.4383
37.662,89.462,25.796,36.025,57.056,48.054,58.693,33.161,51.819,76.778,94.618,25.305,61.393,21.295,75.714,51.655,49.527,80.87,80.788,99.673,93.208,53.046,52.473,72.277
28.118,30.617,32.132,29.254,42.055,72.051,51.827,60.235,24.936,1.3787,87.428,4.8631,68.87,45.464,79.853,46.979,73.415,38.95,72.657,71.976,68.037,67.128,31.299,36.904
11.218,21.007,1.3671,22.353,11.401,15.868,16.418,36.242,9.6269,1.0612,19.172,4.1204,44.44,8.0361,66.283,23.577,27.554,24.678,28.716,29.756,29.083,32.571,24.862,9.1986
