7.6528,7.6528,7.6528,7.6528,7.6528,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,7.6528,7.6528,7.6528,7.6528,7.6528,10.702,10.702,10.702,7.6528,7.6528,10.702
18.78,18.78,18.78,18.78,18.78,38.491,38.491,38.491,38.491,38.491,38.491,38.491,38.491,38.491,38.491,18.78,18.78,18.78,18.78,18.78,38.491,38.491,38.491,18.78,18.78,38.491
28.68,28.68,28.68,28.68,28.68,39.491,39.491,39.491,39.491,39.491,39.491,39.491,39.491,39.491,39.491,28.68,28.68,28.68,28.68,28.68,39.491,39.491,39.491,28.68,28.68,39.491
17.375,17.375,17.375,17.375,17.375,55.311,55.311,55.311,55.311,55.311,55.311,55.311,55.311,55.311,55.311,17.375,17.375,17.375,17.375,17.375,55.311,55.311,55.311,17.375,17.375,55.311
8.4349,8.4349,8.4349,8.4349,8.4349,8.623,8.623,8.623,8.623,8.623,8.623,8.623,8.623,8.623,8.623,8.4349,8.4349,8.4349,8.4349,8.4349,8.623,8.623,8.623,8.4349,8.4349,8.623
26.532,26.532,26.532,26.532,26.532,28.671,28.671,28.671,28.671,28.671,28.671,28.671,28.671,28.671,28.671,26.532,26.532,26.532,26.532,26.532,28.671,28.671,28.671,26.532,26.532,28.671
25.819,25.819,25.819,25.819,25.819,15.068,15.068,15.068,15.068,15.068,15.068,15.068,15.068,15.068,15.068,25.819,25.819,25.819,25.819,25.819,15.068,15.068,15.068,25.819,25.819,15.068
3.1186,3.1186,3.1186,3.1186,3.1186,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,3.1186,3.1186,3.1186,3.1186,3.1186,10.167,10.167,10.167,3.1186,3.1186,10.167
16.86,16.86,16.86,16.86,16.86,12.385,12.385,12.385,12.385,12.385,12.385,12.385,12.385,12.385,12.385,16.86,16.86,16.86,16.86,16.86,12.385,12.385,12.385,16.86,16.86,12.385
5.7619,5.7619,5.7619,5.7619,5.7619,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,5.7619,5.7619,5.7619,5.7619,5.7619,12.504,12.504,12.504,5.7619,5.7619,12.504
38.343,38.343,38.343,38.343,38.343,39.907,39.907,39.907,39.907,39.907,39.907,39.907,39.907,39.907,39.907,38.343,38.343,38.343,38.343,38.343,39.907,39.907,39.907,38.343,38.343,39.907
10.435,10.435,10.435,10.435,10.435,13.929,13.929,13.929,13.929,13.929,13.929,13.929,13.929,13.929,13.929,10.435,10.435,10.435,10.435,10.435,13.929,13.929,13.929,10.435,10.435,13.929
19.454,19.454,19.454,19.454,19.454,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,19.454,19.454,19.454,19.454,19.454,18.81,18.81,18.81,19.454,19.454,18.81
8.6527,8.6527,8.6527,8.6527,8.6527,14.702,14.702,14.702,14.702,14.702,14.702,14.702,14.702,14.702,14.702,8.6527,8.6527,8.6527,8.6527,8.6527,14.702,14.702,14.702,8.6527,8.6527,14.702
33.314,33.314,33.314,33.314,33.314,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,33.314,33.314,33.314,33.314,33.314,30.69,30.69,30.69,33.314,33.314,30.69
4.8016,4.8016,4.8016,4.8016,4.8016,11.831,11.831,11.831,11.831,11.831,11.831,11.831,11.831,11.831,11.831,4.8016,4.8016,4.8016,4.8016,4.8016,11.831,11.831,11.831,4.8016,4.8016,11.831
27.205,27.205,27.205,27.205,27.205,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,27.205,27.205,27.205,27.205,27.205,17.78,17.78,17.78,27.205,27.205,17.78
35.66,35.66,35.66,35.66,35.66,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,35.66,35.66,35.66,35.66,35.66,27.71,27.71,27.71,35.66,35.66,27.71
40.56,40.56,40.56,40.56,40.56,39.412,39.412,39.412,39.412,39.412,39.412,39.412,39.412,39.412,39.412,40.56,40.56,40.56,40.56,40.56,39.412,39.412,39.412,40.56,40.56,39.412
22.641,22.641,22.641,22.641,22.641,28.146,28.146,28.146,28.146,28.146,28.146,28.146,28.146,28.146,28.146,22.641,22.641,22.641,22.641,22.641,28.146,28.146,28.146,22.641,22.641,28.146
8.128,8.128,8.128,8.128,8.128,14.395,14.395,14.395,14.395,14.395,14.395,14.395,14.395,14.395,14.395,8.128,8.128,8.128,8.128,8.128,14.395,14.395,14.395,8.128,8.128,14.395
11.573,11.573,11.573,11.573,11.573,13.979,13.979,13.979,13.979,13.979,13.979,13.979,13.979,13.979,13.979,11.573,11.573,11.573,11.573,11.573,13.979,13.979,13.979,11.573,11.573,13.979
51.351,51.351,51.351,51.351,51.351,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.351,51.351,51.351,51.351,51.351,51.49,51.49,51.49,51.351,51.351,51.49
12.979,12.979,12.979,12.979,12.979,9.6229,9.6229,9.6229,9.6229,9.6229,9.6229,9.6229,9.6229,9.6229,9.6229,12.979,12.979,12.979,12.979,12.979,9.6229,9.6229,9.6229,12.979,12.979,9.6229
34.967,34.967,34.967,34.967,34.967,43.115,43.115,43.115,43.115,43.115,43.115,43.115,43.115,43.115,43.115,34.967,34.967,34.967,34.967,34.967,43.115,43.115,43.115,34.967,34.967,43.115
19.78,19.78,19.78,19.78,19.78,20.978,20.978,20.978,20.978,20.978,20.978,20.978,20.978,20.978,20.978,19.78,19.78,19.78,19.78,19.78,20.978,20.978,20.978,19.78,19.78,20.978
42.511,42.511,42.511,42.511,42.511,43.718,43.718,43.718,43.718,43.718,43.718,43.718,43.718,43.718,43.718,42.511,42.511,42.511,42.511,42.511,43.718,43.718,43.718,42.511,42.511,43.718
7.3855,7.3855,7.3855,7.3855,7.3855,7.0291,7.0291,7.0291,7.0291,7.0291,7.0291,7.0291,7.0291,7.0291,7.0291,7.3855,7.3855,7.3855,7.3855,7.3855,7.0291,7.0291,7.0291,7.3855,7.3855,7.0291
