3.022,1.5242,1.5242,5.7179,1.674,12.383,10.061,14.03,3.9955,36.572,2.6475,21.369,7.3655,1.0749,15.453,3.5462,1.3744,1,4.0704,4.0704,20.021,44.135,18.299,12.533,1.3744,10.735
19.245,10.537,42.549,40.31,70.083,71.99,39.149,77.795,57.892,69.087,33.758,80.698,29.197,80.532,68.756,22.977,27.953,62.038,19.909,14.352,48.023,68.921,65.107,28.202,54.16,38.154
27.736,10.222,21.227,21.304,61.68,74.544,29.364,72.452,71.987,86.943,55.247,75.086,36.028,82.991,76.481,19.832,29.596,28.511,19.444,19.522,57.185,62.765,60.517,31.534,36.183,26.419
6.0047,1.4482,4.212,2.5687,1.2988,90.936,64.642,79.433,80.628,85.857,100,93.401,56.426,93.476,97.808,3.5397,1.3735,8.3204,3.7638,9.142,82.57,72.486,80.18,1.2241,6.6023,48.284
1.8949,1.413,1.1377,6.438,1.413,7.5394,9.3292,12.633,5.6809,13.872,1,20.136,4.8548,1.2065,5.7497,9.1227,1.3442,10.293,2.1014,1.2065,10.637,13.872,2.5144,10.224,1.0688,1.3442
14.29,24.317,40.711,25.432,57.423,1.7958,1.1592,1.1592,4.5812,1,1,1.2387,1.1592,1.3979,1.5571,31.639,34.981,34.345,11.027,26.227,1.3183,8.0032,1.0796,29.092,37.608,1.2387
10.106,13.095,10.523,17.96,55.009,3.2938,1.0695,1.3475,10.106,1.4171,1,9.8277,5.3096,5.9352,1.4171,25.467,27.553,26.093,8.5766,15.597,1.4171,5.5876,1.6951,22.339,14.763,3.7804
5.482,1.2744,1.1829,6.9456,11.245,1.5488,1.2744,1.4574,1.3659,1.3659,1,1.2744,1.4574,1.2744,1.2744,17.099,1.1829,1.3659,5.2076,6.1223,2.3721,6.2138,1.4574,15.269,1.3659,1.5488
6.0322,1.2848,10.21,14.957,19.135,4.2282,6.317,4.7029,12.868,1.2848,1,12.868,1.4747,20.844,3.6585,17.046,13.818,13.343,5.9372,11.444,8.6907,23.217,9.2603,16.951,6.7917,1.4747
9.629,5.7493,1.3345,21.068,1.0669,3.8763,2.5385,5.0135,12.773,2.6723,1,1.2676,1.2676,1.2007,1.2676,14.445,4.4115,25.817,8.7594,15.382,3.1405,6.8865,1.3345,16.586,1.5351,1.2676
56.012,49.688,60.17,71.259,91.857,31.581,17.72,59.997,36.519,18.933,47.349,50.901,29.502,46.742,60.084,45.183,67.101,68.747,35.133,47.608,21.272,37.732,21.965,48.995,49.948,33.227
