10.702,10.702,7.6528,7.6528,7.6528,7.6528,7.6528,7.6528,10.702,10.702,10.702,10.702,7.6528,7.6528,7.6528,7.6528,7.6528,10.702,10.702,10.702,10.702,7.6528,10.702,7.6528
38.491,38.491,18.78,18.78,18.78,18.78,18.78,18.78,38.491,38.491,38.491,38.491,18.78,18.78,18.78,18.78,18.78,38.491,38.491,38.491,38.491,18.78,38.491,18.78
39.491,39.491,28.68,28.68,28.68,28.68,28.68,28.68,39.491,39.491,39.491,39.491,28.68,28.68,28.68,28.68,28.68,39.491,39.491,39.491,39.491,28.68,39.491,28.68
55.311,55.311,17.375,17.375,17.375,17.375,17.375,17.375,55.311,55.311,55.311,55.311,17.375,17.375,17.375,17.375,17.375,55.311,55.311,55.311,55.311,17.375,55.311,17.375
8.623,8.623,8.4349,8.4349,8.4349,8.4349,8.4349,8.4349,8.623,8.623,8.623,8.623,8.4349,8.4349,8.4349,8.4349,8.4349,8.623,8.623,8.623,8.623,8.4349,8.623,8.4349
28.671,28.671,26.532,26.532,26.532,26.532,26.532,26.532,28.671,28.671,28.671,28.671,26.532,26.532,26.532,26.532,26.532,28.671,28.671,28.671,28.671,26.532,28.671,26.532
15.068,15.068,25.819,25.819,25.819,25.819,25.819,25.819,15.068,15.068,15.068,15.068,25.819,25.819,25.819,25.819,25.819,15.068,15.068,15.068,15.068,25.819,15.068,25.819
10.167,10.167,3.1186,3.1186,3.1186,3.1186,3.1186,3.1186,10.167,10.167,10.167,10.167,3.1186,3.1186,3.1186,3.1186,3.1186,10.167,10.167,10.167,10.167,3.1186,10.167,3.1186
12.385,12.385,16.86,16.86,16.86,16.86,16.86,16.86,12.385,12.385,12.385,12.385,16.86,16.86,16.86,16.86,16.86,12.385,12.385,12.385,12.385,16.86,12.385,16.86
12.504,12.504,5.7619,5.7619,5.7619,5.7619,5.7619,5.7619,12.504,12.504,12.504,12.504,5.7619,5.7619,5.7619,5.7619,5.7619,12.504,12.504,12.504,12.504,5.7619,12.504,5.7619
39.907,39.907,38.343,38.343,38.343,38.343,38.343,38.343,39.907,39.907,39.907,39.907,38.343,38.343,38.343,38.343,38.343,39.907,39.907,39.907,39.907,38.343,39.907,38.343
13.929,13.929,10.435,10.435,10.435,10.435,10.435,10.435,13.929,13.929,13.929,13.929,10.435,10.435,10.435,10.435,10.435,13.929,13.929,13.929,13.929,10.435,13.929,10.435
18.81,18.81,19.454,19.454,19.454,19.454,19.454,19.454,18.81,18.81,18.81,18.81,19.454,19.454,19.454,19.454,19.454,18.81,18.81,18.81,18.81,19.454,18.81,19.454
14.702,14.702,8.6527,8.6527,8.6527,8.6527,8.6527,8.6527,14.702,14.702,14.702,14.702,8.6527,8.6527,8.6527,8.6527,8.6527,14.702,14.702,14.702,14.702,8.6527,14.702,8.6527
30.69,30.69,33.314,33.314,33.314,33.314,33.314,33.314,30.69,30.69,30.69,30.69,33.314,33.314,33.314,33.314,33.314,30.69,30.69,30.69,30.69,33.314,30.69,33.314
11.831,11.831,4.8016,4.8016,4.8016,4.8016,4.8016,4.8016,11.831,11.831,11.831,11.831,4.8016,4.8016,4.8016,4.8016,4.8016,11.831,11.831,11.831,11.831,4.8016,11.831,4.8016
17.78,17.78,27.205,27.205,27.205,27.205,27.205,27.205,17.78,17.78,17.78,17.78,27.205,27.205,27.205,27.205,27.205,17.78,17.78,17.78,17.78,27.205,17.78,27.205
27.71,27.71,35.66,35.66,35.66,35.66,35.66,35.66,27.71,27.71,27.71,27.71,35.66,35.66,35.66,35.66,35.66,27.71,27.71,27.71,27.71,35.66,27.71,35.66
39.412,39.412,40.56,40.56,40.56,40.56,40.56,40.56,39.412,39.412,39.412,39.412,40.56,40.56,40.56,40.56,40.56,39.412,39.412,39.412,39.412,40.56,39.412,40.56
28.146,28.146,22.641,22.641,22.641,22.641,22.641,22.641,28.146,28.146,28.146,28.146,22.641,22.641,22.641,22.641,22.641,28.146,28.146,28.146,28.146,22.641,28.146,22.641
